lat_deg,lon_deg,dose_pred_uSvph
45.0,60.0,1.9841125
45.0,70.0,1.9482262
45.0,80.0,1.9309101
45.0,90.0,1.9023393
45.0,100.0,1.8835603
45.0,110.0,1.8566619
45.0,120.0,1.821913
45.0,130.0,1.8021609
45.0,140.0,1.77191
45.0,150.0,1.7783554
45.0,160.0,1.8149534
45.0,170.0,1.8607309
50.0,-179.99999,2.220982
50.0,-170.0,2.291997
50.0,-160.0,2.3563924
50.0,-150.0,2.4401476
50.0,-140.0,2.5156014
50.0,-130.0,2.5434818
50.0,-120.0,2.5749586
50.0,-110.0,2.5890064
50.0,-100.0,2.594339
50.0,-90.0,2.574555
50.0,-80.0,2.574818
50.0,-70.0,2.5823112
50.0,-60.0,2.588004
50.0,-50.0,2.5612307
50.0,-40.0,2.531167
50.0,-30.0,2.481
50.0,-20.0,2.4131825
50.0,-10.0,2.3902686
50.0,0.0,2.3845925
50.0,10.0,2.3400986
50.0,20.0,2.2936978
50.0,30.0,2.277338
50.0,40.0,2.2718565
50.0,50.0,2.2632275
50.0,60.0,2.2424428
50.0,70.0,2.2258067
50.0,80.0,2.2219434
50.0,90.0,2.2101529
50.0,100.0,2.1900845
50.0,110.0,2.1807568
50.0,120.0,2.1485417
50.0,130.0,2.114936
50.0,140.0,2.0897684
50.0,150.0,2.102919
50.0,160.0,2.1266897
50.0,170.0,2.174874
55.0,-179.99999,2.4255126
55.0,-170.0,2.470174
55.0,-160.0,2.5222516
55.0,-150.0,2.5533414
55.0,-140.0,2.5792146
55.0,-130.0,2.5752954
55.0,-120.0,2.589392
55.0,-110.0,2.6012259
55.0,-100.0,2.607848
55.0,-90.0,2.5816143
55.0,-80.0,2.5731955
55.0,-70.0,2.5948358
55.0,-60.0,2.5988069
55.0,-50.0,2.5808866
55.0,-40.0,2.5754423
55.0,-30.0,2.5736492
55.0,-20.0,2.558914
55.0,-10.0,2.540426
55.0,0.0,2.5311177
55.0,10.0,2.5029044
55.0,20.0,2.477598
55.0,30.0,2.4853747
55.0,40.0,2.4852939
55.0,50.0,2.477658
55.0,60.0,2.464636
55.0,70.0,2.4599524
55.0,80.0,2.4564118
55.0,90.0,2.4450686
55.0,100.0,2.4261248
55.0,110.0,2.403059
55.0,120.0,2.381814
55.0,130.0,2.3512652
55.0,140.0,2.3432684
55.0,150.0,2.3475957
55.0,160.0,2.3709383
55.0,170.0,2.3924792
60.0,-179.99999,2.5515485
60.0,-170.0,2.5678093
60.0,-160.0,2.5664423
60.0,-150.0,2.5789297
60.0,-140.0,2.5920086
60.0,-130.0,2.5891016
60.0,-120.0,2.5922039
60.0,-110.0,2.5978742
60.0,-100.0,2.6009393
60.0,-90.0,2.5935419
60.0,-80.0,2.5880294
60.0,-70.0,2.5967143
60.0,-60.0,2.595662
60.0,-50.0,2.584413
60.0,-40.0,2.5830746
60.0,-30.0,2.590968
60.0,-20.0,2.5807104
60.0,-10.0,2.5829701
60.0,0.0,2.562473
60.0,10.0,2.565724
60.0,20.0,2.5596566
60.0,30.0,2.5752628
60.0,40.0,2.5805593
60.0,50.0,2.5753386
60.0,60.0,2.5687342
60.0,70.0,2.5677392
60.0,80.0,2.5696588
60.0,90.0,2.559123
60.0,100.0,2.5543468
60.0,110.0,2.5441918
60.0,120.0,2.551789
60.0,130.0,2.540598
60.0,140.0,2.5325775
60.0,150.0,2.5190744
60.0,160.0,2.5324693
60.0,170.0,2.5193992
65.0,-179.99999,2.575224
65.0,-170.0,2.596078
65.0,-160.0,2.5852592
65.0,-150.0,2.5789778
65.0,-140.0,2.5947661
65.0,-130.0,2.5937574
65.0,-120.0,2.5941315
65.0,-110.0,2.5804915
65.0,-100.0,2.5905955
65.0,-90.0,2.6012921
65.0,-80.0,2.5975804
65.0,-70.0,2.594686
65.0,-60.0,2.5909307
65.0,-50.0,2.578445
65.0,-40.0,2.5846443
65.0,-30.0,2.5925415
65.0,-20.0,2.5834365
65.0,-10.0,2.594416
65.0,0.0,2.5805836
65.0,10.0,2.574445
65.0,20.0,2.5639017
65.0,30.0,2.5829024
65.0,40.0,2.5882103
65.0,50.0,2.583008
65.0,60.0,2.5856528
65.0,70.0,2.585022
65.0,80.0,2.5869513
65.0,90.0,2.5829148
65.0,100.0,2.5828688
65.0,110.0,2.573202
65.0,120.0,2.571557
65.0,130.0,2.573979
65.0,140.0,2.5738924
65.0,150.0,2.5721955
65.0,160.0,2.5867474
65.0,170.0,2.576849
70.0,-179.99999,2.5852277
70.0,-170.0,2.6042001
70.0,-160.0,2.60319
70.0,-150.0,2.591542
70.0,-140.0,2.5908303
70.0,-130.0,2.5893676
70.0,-120.0,2.5897613
70.0,-110.0,2.576623
70.0,-100.0,2.5812845
70.0,-90.0,2.591953
70.0,-80.0,2.5886095
70.0,-70.0,2.5784721
70.0,-60.0,2.5703619
70.0,-50.0,2.5660553
70.0,-40.0,2.5718594
70.0,-30.0,2.575417
70.0,-20.0,2.574762
70.0,-10.0,2.5888858
70.0,0.0,2.594391
70.0,10.0,2.587843
70.0,20.0,2.5843256
70.0,30.0,2.5868423
70.0,40.0,2.575917
70.0,50.0,2.5739794
70.0,60.0,2.5775898
70.0,70.0,2.5771058
70.0,80.0,2.579031
70.0,90.0,2.5795026
70.0,100.0,2.572753
70.0,110.0,2.5768695
70.0,120.0,2.5809183
70.0,130.0,2.5998576
70.0,140.0,2.5794291
70.0,150.0,2.5881004
70.0,160.0,2.601251
70.0,170.0,2.5929794
75.0,-179.99999,2.5873752
75.0,-170.0,2.6026711
75.0,-160.0,2.6054363
75.0,-150.0,2.6014028
75.0,-140.0,2.5935795
75.0,-130.0,2.5970366
75.0,-120.0,2.6009626
75.0,-110.0,2.5718727
75.0,-100.0,2.5684912
75.0,-90.0,2.580905
75.0,-80.0,2.585429
75.0,-70.0,2.5833118
75.0,-60.0,2.577156
75.0,-50.0,2.5823374
75.0,-40.0,2.5848067
75.0,-30.0,2.5764065
75.0,-20.0,2.574556
75.0,-10.0,2.5719428
75.0,0.0,2.5837736
75.0,10.0,2.5837457
75.0,20.0,2.5877385
75.0,30.0,2.5902572
75.0,40.0,2.5845203
75.0,50.0,2.584503
75.0,60.0,2.57898
75.0,70.0,2.5760078
75.0,80.0,2.5787418
75.0,90.0,2.5829017
75.0,100.0,2.5866585
75.0,110.0,2.59176
75.0,120.0,2.5951145
75.0,130.0,2.5975907
75.0,140.0,2.5856965
75.0,150.0,2.5839252
75.0,160.0,2.5970602
75.0,170.0,2.5947304
80.0,-179.99999,2.5877874
80.0,-170.0,2.583002
80.0,-160.0,2.5885992
80.0,-150.0,2.5939429
80.0,-140.0,2.5813324
80.0,-130.0,2.588763
80.0,-120.0,2.587594
80.0,-110.0,2.5699613
80.0,-100.0,2.5839505
80.0,-90.0,2.593552
80.0,-80.0,2.5824025
80.0,-70.0,2.5751238
80.0,-60.0,2.5783494
80.0,-50.0,2.583513
80.0,-40.0,2.5641966
80.0,-30.0,2.5746179
80.0,-20.0,2.5816004
80.0,-10.0,2.5757418
80.0,0.0,2.578899
80.0,10.0,2.5666003
80.0,20.0,2.5708785
80.0,30.0,2.5733857
80.0,40.0,2.5741646
80.0,50.0,2.5821445
80.0,60.0,2.5766256
80.0,70.0,2.5755486
80.0,80.0,2.5779681
80.0,90.0,2.5795965
80.0,100.0,2.5839448
80.0,110.0,2.585164
80.0,120.0,2.5862846
80.0,130.0,2.5714355
80.0,140.0,2.5793047
80.0,150.0,2.5612206
80.0,160.0,2.574411
80.0,170.0,2.586781
