n_points,n_peaks,h_star_km,pf_soft_ok,osc_metric,dose_max_uSvph,lat_deg,lon_deg,date
3,0,9.99987840004,False,0.0,2.9819,-40.0,0.0,2002/01/00
3,0,9.99987840004,False,0.0,3.0456,-40.0,10.0,2002/01/00
3,0,9.99987840004,False,0.0,3.0541,-40.0,20.0,2002/01/00
3,0,9.99987840004,False,0.0,3.0606,-40.0,30.0,2002/01/00
3,0,9.99987840004,False,0.0,3.0903,-40.0,40.0,2002/01/00
3,0,9.99987840004,False,0.0,3.134,-40.0,50.0,2002/01/00
3,0,9.99987840004,False,0.0,3.1906,-40.0,60.0,2002/01/00
3,0,9.99987840004,False,0.0,3.2534,-40.0,70.0,2002/01/00
3,0,9.99987840004,False,0.0,3.304,-40.0,80.0,2002/01/00
3,0,9.99987840004,False,0.0,3.3513,-40.0,90.0,2002/01/00
3,0,9.99987840004,False,0.0,3.3663,-40.0,100.0,2002/01/00
3,0,9.99987840004,False,0.0,3.3682,-40.0,110.0,2002/01/00
3,0,9.99987840004,False,0.0,3.363,-40.0,120.0,2002/01/00
3,0,9.99987840004,False,0.0,3.3424,-40.0,130.0,2002/01/00
3,0,9.99987840004,False,0.0,3.3118,-40.0,140.0,2002/01/00
3,0,9.99987840004,False,0.0,3.2525,-40.0,150.0,2002/01/00
3,0,9.99987840004,False,0.0,3.1677,-40.0,160.0,2002/01/00
3,0,9.99987840004,False,0.0,3.058,-40.0,170.0,2002/01/00
3,0,9.99987840004,False,0.0,2.5711,-35.0,-179.99999,2002/01/00
3,0,9.99987840004,False,0.0,2.4527,-35.0,-170.0,2002/01/00
3,0,9.99987840004,False,0.0,2.3174,-35.0,-160.0,2002/01/00
3,0,9.99987840004,False,0.0,2.1458,-35.0,-150.0,2002/01/00
3,0,9.99987840004,False,0.0,2.0273,-35.0,-140.0,2002/01/00
3,0,9.99987840004,False,0.0,2.0383,-35.0,-130.0,2002/01/00
3,0,9.99987840004,False,0.0,1.8245,-35.0,-120.0,2002/01/00
3,0,9.99987840004,False,0.0,1.7144,-35.0,-110.0,2002/01/00
3,0,9.99987840004,False,0.0,1.7072,-35.0,-100.0,2002/01/00
3,0,9.99987840004,False,0.0,1.7296,-35.0,-90.0,2002/01/00
3,0,9.99987840004,False,0.0,1.788,-35.0,-80.0,2002/01/00
3,0,9.99987840004,False,0.0,1.8687,-35.0,-70.0,2002/01/00
3,0,9.99987840004,False,0.0,1.9869,-35.0,-60.0,2002/01/00
3,0,9.99987840004,False,0.0,2.1214,-35.0,-50.0,2002/01/00
3,0,9.99987840004,False,0.0,2.3052,-35.0,-40.0,2002/01/00
3,0,9.99987840004,False,0.0,2.4092,-35.0,-30.0,2002/01/00
3,0,9.99987840004,False,0.0,2.5563,-35.0,-20.0,2002/01/00
3,0,9.99987840004,False,0.0,2.6951,-35.0,-10.0,2002/01/00
3,0,9.99987840004,False,0.0,2.7807,-35.0,0.0,2002/01/00
3,0,9.99987840004,False,0.0,2.8194,-35.0,10.0,2002/01/00
3,0,9.99987840004,False,0.0,2.8411,-35.0,20.0,2002/01/00
3,0,9.99987840004,False,0.0,2.8381,-35.0,30.0,2002/01/00
3,0,9.99987840004,False,0.0,2.8203,-35.0,40.0,2002/01/00
3,0,9.99987840004,False,0.0,2.8507,-35.0,50.0,2002/01/00
3,0,9.99987840004,False,0.0,2.8827,-35.0,60.0,2002/01/00
3,0,9.99987840004,False,0.0,2.919,-35.0,70.0,2002/01/00
3,0,9.99987840004,False,0.0,2.9932,-35.0,80.0,2002/01/00
3,0,9.99987840004,False,0.0,3.0465,-35.0,90.0,2002/01/00
3,0,9.99987840004,False,0.0,3.0624,-35.0,100.0,2002/01/00
3,0,9.99987840004,False,0.0,3.0664,-35.0,110.0,2002/01/00
3,0,9.99987840004,False,0.0,3.0688,-35.0,120.0,2002/01/00
