source_file,lat_deg,lon_deg,h_km,date,hour,vcr_GV,particle,dose_rate_uSvph,sigma,unit_text,quantity_text
L0000.ANS,-70.0,150.0,8.000085600032,2002/01/00,0,0.0,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-70.0,160.0,8.000085600032,2002/01/00,0,0.0,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-70.0,170.0,8.000085600032,2002/01/00,0,0.03,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-179.99999,8.000085600032,2002/01/00,0,0.22,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-170.0,8.000085600032,2002/01/00,0,0.34,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-160.0,8.000085600032,2002/01/00,0,0.5,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-150.0,8.000085600032,2002/01/00,0,0.71,TOTAL,1.8427,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-140.0,8.000085600032,2002/01/00,0,0.92,TOTAL,1.8425,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-130.0,8.000085600032,2002/01/00,0,1.13,TOTAL,1.8413,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-120.0,8.000085600032,2002/01/00,0,1.5,TOTAL,1.8364,0.11002,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-110.0,8.000085600032,2002/01/00,0,1.79,TOTAL,1.8251,0.10995,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-100.0,8.000085600032,2002/01/00,0,2.02,TOTAL,1.8104,0.10974,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-90.0,8.000085600032,2002/01/00,0,2.31,TOTAL,1.788,0.10936,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-80.0,8.000085600032,2002/01/00,0,2.4,TOTAL,1.7798,0.10928,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-70.0,8.000085600032,2002/01/00,0,2.42,TOTAL,1.7785,0.10923,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-60.0,8.000085600032,2002/01/00,0,2.36,TOTAL,1.7838,0.10932,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-50.0,8.000085600032,2002/01/00,0,2.16,TOTAL,1.8,0.10964,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-40.0,8.000085600032,2002/01/00,0,1.98,TOTAL,1.8135,0.10981,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-30.0,8.000085600032,2002/01/00,0,1.74,TOTAL,1.8273,0.10996,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-20.0,8.000085600032,2002/01/00,0,1.51,TOTAL,1.8359,0.11002,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,-10.0,8.000085600032,2002/01/00,0,1.32,TOTAL,1.8402,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,0.0,8.000085600032,2002/01/00,0,1.12,TOTAL,1.8414,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,10.0,8.000085600032,2002/01/00,0,0.99,TOTAL,1.8423,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
L0000.ANS,-65.0,20.0,8.000085600032,2002/01/00,0,0.82,TOTAL,1.8426,0.11004,microSv/hr,ICRP Pub. 103 EFFECTIVE DOSE
