lat_deg,lon_deg,h_km,dose_uSvph
-80.0,-54.0,16.0,8.988033
-80.0,-52.0,16.0,9.411269
-80.0,-50.0,16.0,9.495501
-80.0,-48.0,16.0,9.321536
-80.0,-46.0,16.0,9.117501
-80.0,-44.0,16.0,9.183923
-80.0,-42.0,16.0,9.362405
-80.0,-40.0,16.0,9.508878
-80.0,-38.0,16.0,9.571937
-80.0,-36.0,16.0,9.464003
-80.0,-34.0,16.0,9.308116
-80.0,-32.0,16.0,9.551936
-80.0,-30.0,16.0,9.522604
-80.0,-28.0,16.0,9.872271
-80.0,-26.0,16.0,9.925499
-80.0,-24.0,16.0,9.89083
-80.0,-22.0,16.0,9.74188
-80.0,-20.0,16.0,9.535812
-80.0,-18.0,16.0,9.796891
-80.0,-16.0,16.0,9.871493
-80.0,-14.0,16.0,9.549828
-80.0,-12.0,16.0,9.405025
-80.0,-10.0,16.0,9.492971
-80.0,-8.0,16.0,9.618915
-80.0,-6.0,16.0,9.522231
-80.0,-4.0,16.0,9.735651
-80.0,-2.0,16.0,9.8427515
-80.0,0.0,16.0,9.498333
-80.0,2.0,16.0,9.335824
-80.0,4.0,16.0,9.106852
-80.0,6.0,16.0,9.347345
-80.0,8.0,16.0,9.395504
-80.0,10.0,16.0,9.501443
-80.0,12.0,16.0,9.935519
-80.0,14.0,16.0,9.8272705
-80.0,16.0,16.0,9.687119
-80.0,18.0,16.0,9.518407
-80.0,20.0,16.0,9.508014
-80.0,22.0,16.0,9.580476
-80.0,24.0,16.0,10.010582
-80.0,26.0,16.0,10.0495205
-80.0,28.0,16.0,9.92531
-80.0,30.0,16.0,9.490308
-80.0,32.0,16.0,8.992137
-80.0,34.0,16.0,8.766275
-80.0,36.0,16.0,9.036352
-80.0,38.0,16.0,9.341941
-80.0,40.0,16.0,9.566794
-80.0,42.0,16.0,9.74838
-80.0,44.0,16.0,9.949889
-80.0,46.0,16.0,10.034222
-80.0,48.0,16.0,9.88086
-80.0,50.0,16.0,9.514166
-80.0,52.0,16.0,9.145477
-80.0,54.0,16.0,9.09144
-80.0,56.0,16.0,9.033888
-80.0,58.0,16.0,9.173159
-80.0,60.0,16.0,9.548186
-80.0,62.0,16.0,9.784209
-80.0,64.0,16.0,9.929599
-80.0,66.0,16.0,9.99276
-80.0,68.0,16.0,9.815039
-80.0,70.0,16.0,9.510354
-80.0,72.0,16.0,9.309772
-80.0,74.0,16.0,9.548441
-80.0,76.0,16.0,9.450566
-80.0,78.0,16.0,9.400435
-80.0,80.0,16.0,9.5082655
-80.0,82.0,16.0,9.6083145
-80.0,84.0,16.0,9.49416
-80.0,86.0,16.0,9.361729
-80.0,88.0,16.0,9.1939125
-80.0,90.0,16.0,9.528952
-80.0,92.0,16.0,9.814044
-80.0,94.0,16.0,10.032184
-80.0,96.0,16.0,10.140967
-80.0,98.0,16.0,10.010618
-80.0,100.0,16.0,9.527693
-80.0,102.0,16.0,9.549719
-80.0,104.0,16.0,9.697993
-80.0,106.0,16.0,9.513493
-80.0,108.0,16.0,9.372401
-80.0,110.0,16.0,9.507441
-80.0,112.0,16.0,9.548248
-80.0,114.0,16.0,9.652017
-80.0,116.0,16.0,9.718791
-80.0,118.0,16.0,9.584092
-80.0,120.0,16.0,9.518093
-80.0,122.0,16.0,9.4826765
-80.0,124.0,16.0,9.353193
-80.0,126.0,16.0,9.394408
-80.0,128.0,16.0,9.271142
-80.0,130.0,16.0,9.495079
-80.0,132.0,16.0,9.863673
-80.0,134.0,16.0,10.053343
-80.0,136.0,16.0,9.952959
-80.0,138.0,16.0,9.551954
-80.0,140.0,16.0,9.525478
-80.0,142.0,16.0,9.621587
-80.0,144.0,16.0,9.527075
-80.0,146.0,16.0,9.3851
-80.0,148.0,16.0,9.260293
-80.0,150.0,16.0,9.533587
-80.0,152.0,16.0,9.647718
-80.0,154.0,16.0,9.487457
-80.0,156.0,16.0,9.577255
-80.0,158.0,16.0,9.751273
-80.0,160.0,16.0,9.51587
-80.0,162.0,16.0,9.334344
-80.0,164.0,16.0,9.544148
-80.0,166.0,16.0,9.909874
-80.0,168.0,16.0,9.839045
-80.0,170.0,16.0,9.525848
-80.0,172.0,16.0,9.845479
-80.0,174.0,16.0,9.84266
-80.0,176.0,16.0,9.35638
-80.0,178.0,16.0,9.357966
-80.0,180.0,16.0,9.520282
-78.0,-180.0,16.0,10.271231
-78.0,-178.0,16.0,10.016334
-78.0,-176.0,16.0,10.012833
-78.0,-174.0,16.0,10.452514
-78.0,-172.0,16.0,10.540114
-78.0,-170.0,16.0,10.317324
-78.0,-168.0,16.0,10.173784
-78.0,-166.0,16.0,10.269542
-78.0,-164.0,16.0,9.998951
-78.0,-162.0,16.0,9.957419
-78.0,-160.0,16.0,10.236326
-78.0,-158.0,16.0,10.484371
-78.0,-156.0,16.0,10.413613
-78.0,-154.0,16.0,10.178299
-78.0,-152.0,16.0,9.999741
-78.0,-150.0,16.0,10.122483
-78.0,-148.0,16.0,10.141497
-78.0,-146.0,16.0,9.8642845
-78.0,-144.0,16.0,9.661756
-78.0,-142.0,16.0,9.7625
-78.0,-140.0,16.0,9.940338
-78.0,-138.0,16.0,9.994558
-78.0,-136.0,16.0,9.667712
-78.0,-134.0,16.0,9.582342
-78.0,-132.0,16.0,9.808367
-78.0,-130.0,16.0,10.043672
-78.0,-128.0,16.0,10.05023
-78.0,-126.0,16.0,9.693696
-78.0,-124.0,16.0,9.738948
-78.0,-122.0,16.0,9.730906
-78.0,-120.0,16.0,10.035184
-78.0,-118.0,16.0,10.014805
-78.0,-116.0,16.0,9.903908
-78.0,-114.0,16.0,10.115853
-78.0,-112.0,16.0,10.187605
-78.0,-110.0,16.0,10.035214
-78.0,-108.0,16.0,9.854654
-78.0,-106.0,16.0,9.872545
-78.0,-104.0,16.0,9.959302
-78.0,-102.0,16.0,9.823003
-78.0,-100.0,16.0,10.139701
-78.0,-98.0,16.0,10.482757
-78.0,-96.0,16.0,10.515674
-78.0,-94.0,16.0,10.195432
-78.0,-92.0,16.0,10.057596
-78.0,-90.0,16.0,9.995188
-78.0,-88.0,16.0,9.782229
-78.0,-86.0,16.0,9.716402
-78.0,-84.0,16.0,9.865143
-78.0,-82.0,16.0,10.135713
-78.0,-80.0,16.0,9.941571
-78.0,-78.0,16.0,9.813218
-78.0,-76.0,16.0,9.756789
-78.0,-74.0,16.0,9.639777
-78.0,-72.0,16.0,9.761332
-78.0,-70.0,16.0,10.066067
-78.0,-68.0,16.0,10.249653
-78.0,-66.0,16.0,10.242353
-78.0,-64.0,16.0,9.878203
-78.0,-62.0,16.0,9.597599
-78.0,-60.0,16.0,9.855268
-78.0,-58.0,16.0,9.495153
-78.0,-56.0,16.0,9.1281805
-78.0,-54.0,16.0,9.340268
-78.0,-52.0,16.0,9.897955
-78.0,-50.0,16.0,10.007043
-78.0,-48.0,16.0,9.713648
-78.0,-46.0,16.0,9.684098
-78.0,-44.0,16.0,9.8882065
-78.0,-42.0,16.0,9.9737425
-78.0,-40.0,16.0,10.096698
-78.0,-38.0,16.0,9.942519
-78.0,-36.0,16.0,9.987212
-78.0,-34.0,16.0,10.0327215
-78.0,-32.0,16.0,10.05438
-78.0,-30.0,16.0,10.212733
-78.0,-28.0,16.0,10.4659
-78.0,-26.0,16.0,10.578255
-78.0,-24.0,16.0,10.580691
-78.0,-22.0,16.0,10.515338
-78.0,-20.0,16.0,10.33164
-78.0,-18.0,16.0,10.288201
-78.0,-16.0,16.0,10.345755
-78.0,-14.0,16.0,10.207361
-78.0,-12.0,16.0,10.207397
-78.0,-10.0,16.0,10.189762
-78.0,-8.0,16.0,10.283603
-78.0,-6.0,16.0,10.330526
-78.0,-4.0,16.0,10.419606
-78.0,-2.0,16.0,10.506311
-78.0,0.0,16.0,10.250574
-78.0,2.0,16.0,10.081433
-78.0,4.0,16.0,9.912875
-78.0,6.0,16.0,10.013984
-78.0,8.0,16.0,10.16705
-78.0,10.0,16.0,10.278428
-78.0,12.0,16.0,10.43276
-78.0,14.0,16.0,10.371872
-78.0,16.0,16.0,10.338239
-78.0,18.0,16.0,10.288356
-78.0,20.0,16.0,10.191822
-78.0,22.0,16.0,10.607857
-78.0,24.0,16.0,11.1129
-78.0,26.0,16.0,10.913521
-78.0,28.0,16.0,10.614346
-78.0,30.0,16.0,10.203335
-78.0,32.0,16.0,9.917728
-78.0,34.0,16.0,9.576566
-78.0,36.0,16.0,9.612492
-78.0,38.0,16.0,9.769155
-78.0,40.0,16.0,10.054359
-78.0,42.0,16.0,10.5518465
-78.0,44.0,16.0,10.695654
-78.0,46.0,16.0,10.636249
-78.0,48.0,16.0,10.501483
-78.0,50.0,16.0,10.405388
-78.0,52.0,16.0,10.206016
-78.0,54.0,16.0,10.117595
-78.0,56.0,16.0,10.106088
-78.0,58.0,16.0,10.106618
-78.0,60.0,16.0,10.256446
-78.0,62.0,16.0,10.845727
-78.0,64.0,16.0,11.099845
-78.0,66.0,16.0,10.967824
-78.0,68.0,16.0,10.867099
-78.0,70.0,16.0,10.613562
-78.0,72.0,16.0,10.412045
-78.0,74.0,16.0,10.401187
-78.0,76.0,16.0,10.376485
-78.0,78.0,16.0,10.402077
-78.0,80.0,16.0,10.463014
-78.0,82.0,16.0,10.648521
-78.0,84.0,16.0,10.625459
-78.0,86.0,16.0,10.437075
-78.0,88.0,16.0,10.255675
-78.0,90.0,16.0,10.433694
-78.0,92.0,16.0,10.684863
-78.0,94.0,16.0,10.859161
-78.0,96.0,16.0,11.005142
-78.0,98.0,16.0,10.9018135
-78.0,100.0,16.0,10.5662985
-78.0,102.0,16.0,10.512136
-78.0,104.0,16.0,10.528465
-78.0,106.0,16.0,10.400834
-78.0,108.0,16.0,10.487367
-78.0,110.0,16.0,10.616459
-78.0,112.0,16.0,10.691993
-78.0,114.0,16.0,10.721042
-78.0,116.0,16.0,10.661157
-78.0,118.0,16.0,10.537232
-78.0,120.0,16.0,10.372349
-78.0,122.0,16.0,10.373368
-78.0,124.0,16.0,10.229616
-78.0,126.0,16.0,10.19593
-78.0,128.0,16.0,10.248815
-78.0,130.0,16.0,10.583378
-78.0,132.0,16.0,10.819388
-78.0,134.0,16.0,10.774993
-78.0,136.0,16.0,10.422337
-78.0,138.0,16.0,10.130195
-78.0,140.0,16.0,10.217741
-78.0,142.0,16.0,10.467787
-78.0,144.0,16.0,10.245096
-78.0,146.0,16.0,9.924486
-78.0,148.0,16.0,9.8623705
-78.0,150.0,16.0,10.18361
-78.0,152.0,16.0,10.238508
-78.0,154.0,16.0,10.073562
-78.0,156.0,16.0,10.41264
-78.0,158.0,16.0,10.700811
-78.0,160.0,16.0,10.355793
-78.0,162.0,16.0,10.058471
-78.0,164.0,16.0,10.427621
-78.0,166.0,16.0,10.610414
-78.0,168.0,16.0,10.401916
-78.0,170.0,16.0,10.419017
-78.0,172.0,16.0,10.881237
-78.0,174.0,16.0,10.840991
-78.0,176.0,16.0,10.329714
-78.0,178.0,16.0,10.150135
-78.0,180.0,16.0,10.271231
-76.0,-180.0,16.0,9.389525
-76.0,-178.0,16.0,9.119582
-76.0,-176.0,16.0,9.098536
-76.0,-174.0,16.0,9.462608
-76.0,-172.0,16.0,9.676037
-76.0,-170.0,16.0,9.457159
-76.0,-168.0,16.0,9.326381
-76.0,-166.0,16.0,9.325257
-76.0,-164.0,16.0,9.090326
-76.0,-162.0,16.0,9.080451
-76.0,-160.0,16.0,9.403813
-76.0,-158.0,16.0,9.576772
-76.0,-156.0,16.0,9.547927
-76.0,-154.0,16.0,9.366915
-76.0,-152.0,16.0,9.190709
-76.0,-150.0,16.0,9.355131
-76.0,-148.0,16.0,9.229008
-76.0,-146.0,16.0,8.979958
-76.0,-144.0,16.0,8.893241
-76.0,-142.0,16.0,9.021434
-76.0,-140.0,16.0,9.263852
-76.0,-138.0,16.0,9.283034
-76.0,-136.0,16.0,9.031824
-76.0,-134.0,16.0,8.952336
-76.0,-132.0,16.0,9.115889
-76.0,-130.0,16.0,9.3432455
-76.0,-128.0,16.0,9.285485
-76.0,-126.0,16.0,9.027566
-76.0,-124.0,16.0,9.0371065
-76.0,-122.0,16.0,9.076027
-76.0,-120.0,16.0,9.279838
-76.0,-118.0,16.0,9.247247
-76.0,-116.0,16.0,9.087475
-76.0,-114.0,16.0,9.456898
-76.0,-112.0,16.0,9.478012
-76.0,-110.0,16.0,9.2811
-76.0,-108.0,16.0,9.123773
-76.0,-106.0,16.0,9.222374
-76.0,-104.0,16.0,9.264873
-76.0,-102.0,16.0,9.077028
-76.0,-100.0,16.0,9.343326
-76.0,-98.0,16.0,9.68275
-76.0,-96.0,16.0,9.714251
-76.0,-94.0,16.0,9.514164
-76.0,-92.0,16.0,9.3117695
-76.0,-90.0,16.0,9.367123
-76.0,-88.0,16.0,9.135766
-76.0,-86.0,16.0,8.993969
-76.0,-84.0,16.0,9.277382
-76.0,-82.0,16.0,9.437442
-76.0,-80.0,16.0,9.284338
-76.0,-78.0,16.0,9.151571
-76.0,-76.0,16.0,9.16044
-76.0,-74.0,16.0,9.004767
-76.0,-72.0,16.0,9.048078
-76.0,-70.0,16.0,9.289269
-76.0,-68.0,16.0,9.489614
-76.0,-66.0,16.0,9.451315
-76.0,-64.0,16.0,9.179081
-76.0,-62.0,16.0,8.934487
-76.0,-60.0,16.0,9.228911
-76.0,-58.0,16.0,8.922124
-76.0,-56.0,16.0,8.523481
-76.0,-54.0,16.0,8.758781
-76.0,-52.0,16.0,9.205615
-76.0,-50.0,16.0,9.242642
-76.0,-48.0,16.0,9.031493
-76.0,-46.0,16.0,9.006245
-76.0,-44.0,16.0,9.239358
-76.0,-42.0,16.0,9.21789
-76.0,-40.0,16.0,9.36564
-76.0,-38.0,16.0,9.251901
-76.0,-36.0,16.0,9.296893
-76.0,-34.0,16.0,9.287531
-76.0,-32.0,16.0,9.328258
-76.0,-30.0,16.0,9.482835
-76.0,-28.0,16.0,9.74333
-76.0,-26.0,16.0,9.778792
-76.0,-24.0,16.0,9.715807
-76.0,-22.0,16.0,9.696643
-76.0,-20.0,16.0,9.527186
-76.0,-18.0,16.0,9.443035
-76.0,-16.0,16.0,9.4511385
-76.0,-14.0,16.0,9.405141
-76.0,-12.0,16.0,9.434724
-76.0,-10.0,16.0,9.450702
-76.0,-8.0,16.0,9.558727
-76.0,-6.0,16.0,9.50573
-76.0,-4.0,16.0,9.70883
-76.0,-2.0,16.0,9.712062
-76.0,0.0,16.0,9.491094
-76.0,2.0,16.0,9.396248
-76.0,4.0,16.0,9.217261
-76.0,6.0,16.0,9.470914
-76.0,8.0,16.0,9.524055
-76.0,10.0,16.0,9.513685
-76.0,12.0,16.0,9.663534
-76.0,14.0,16.0,9.68275
-76.0,16.0,16.0,9.492195
-76.0,18.0,16.0,9.473909
-76.0,20.0,16.0,9.463407
-76.0,22.0,16.0,9.741694
-76.0,24.0,16.0,10.153528
-76.0,26.0,16.0,9.999588
-76.0,28.0,16.0,9.769504
-76.0,30.0,16.0,9.535769
-76.0,32.0,16.0,9.197945
-76.0,34.0,16.0,8.802778
-76.0,36.0,16.0,8.915442
-76.0,38.0,16.0,9.160222
-76.0,40.0,16.0,9.464125
-76.0,42.0,16.0,9.767009
-76.0,44.0,16.0,9.912294
-76.0,46.0,16.0,9.860636
-76.0,48.0,16.0,9.604448
-76.0,50.0,16.0,9.500908
-76.0,52.0,16.0,9.343642
-76.0,54.0,16.0,9.218498
-76.0,56.0,16.0,9.21314
-76.0,58.0,16.0,9.181138
-76.0,60.0,16.0,9.396308
-76.0,62.0,16.0,9.923588
-76.0,64.0,16.0,10.146932
-76.0,66.0,16.0,10.120736
-76.0,68.0,16.0,10.00451
-76.0,70.0,16.0,9.672242
-76.0,72.0,16.0,9.441551
-76.0,74.0,16.0,9.488761
-76.0,76.0,16.0,9.416032
-76.0,78.0,16.0,9.440466
-76.0,80.0,16.0,9.514567
-76.0,82.0,16.0,9.862778
-76.0,84.0,16.0,9.880264
-76.0,86.0,16.0,9.645198
-76.0,88.0,16.0,9.368815
-76.0,90.0,16.0,9.500623
-76.0,92.0,16.0,9.714299
-76.0,94.0,16.0,9.9713335
-76.0,96.0,16.0,10.243794
-76.0,98.0,16.0,10.110052
-76.0,100.0,16.0,9.591947
-76.0,102.0,16.0,9.713518
-76.0,104.0,16.0,9.764823
-76.0,106.0,16.0,9.478062
-76.0,108.0,16.0,9.43561
-76.0,110.0,16.0,9.618041
-76.0,112.0,16.0,9.775335
-76.0,114.0,16.0,9.701622
-76.0,116.0,16.0,9.783031
-76.0,118.0,16.0,9.551417
-76.0,120.0,16.0,9.397471
-76.0,122.0,16.0,9.495206
-76.0,124.0,16.0,9.351832
-76.0,126.0,16.0,9.42298
-76.0,128.0,16.0,9.421109
-76.0,130.0,16.0,9.578701
-76.0,132.0,16.0,9.788552
-76.0,134.0,16.0,9.901535
-76.0,136.0,16.0,9.640922
-76.0,138.0,16.0,9.227092
-76.0,140.0,16.0,9.344654
-76.0,142.0,16.0,9.580024
-76.0,144.0,16.0,9.363572
-76.0,146.0,16.0,9.0538845
-76.0,148.0,16.0,9.079089
-76.0,150.0,16.0,9.432547
-76.0,152.0,16.0,9.470492
-76.0,154.0,16.0,9.454372
-76.0,156.0,16.0,9.78578
-76.0,158.0,16.0,9.927037
-76.0,160.0,16.0,9.497146
-76.0,162.0,16.0,9.170348
-76.0,164.0,16.0,9.529874
-76.0,166.0,16.0,9.769415
-76.0,168.0,16.0,9.4486
-76.0,170.0,16.0,9.519119
-76.0,172.0,16.0,9.8857565
-76.0,174.0,16.0,9.88127
-76.0,176.0,16.0,9.375284
-76.0,178.0,16.0,9.288665
-76.0,180.0,16.0,9.389525
-74.0,-180.0,16.0,10.260926
-74.0,-178.0,16.0,10.11214
-74.0,-176.0,16.0,9.997089
-74.0,-174.0,16.0,10.296284
-74.0,-172.0,16.0,10.349746
-74.0,-170.0,16.0,10.111258
-74.0,-168.0,16.0,10.015054
-74.0,-166.0,16.0,9.958293
-74.0,-164.0,16.0,9.969938
-74.0,-162.0,16.0,9.950366
-74.0,-160.0,16.0,10.092885
-74.0,-158.0,16.0,10.290068
-74.0,-156.0,16.0,10.247172
-74.0,-154.0,16.0,10.180374
-74.0,-152.0,16.0,10.172314
-74.0,-150.0,16.0,10.164791
-74.0,-148.0,16.0,9.844747
-74.0,-146.0,16.0,9.616551
-74.0,-144.0,16.0,9.8066
-74.0,-142.0,16.0,10.204748
-74.0,-140.0,16.0,10.384268
-74.0,-138.0,16.0,10.335235
-74.0,-136.0,16.0,10.136307
-74.0,-134.0,16.0,10.04461
-74.0,-132.0,16.0,10.17491
-74.0,-130.0,16.0,10.145838
-74.0,-128.0,16.0,9.93263
-74.0,-126.0,16.0,9.69693
-74.0,-124.0,16.0,9.603043
-74.0,-122.0,16.0,10.016291
-74.0,-120.0,16.0,10.482282
-74.0,-118.0,16.0,10.461407
-74.0,-116.0,16.0,10.183255
-74.0,-114.0,16.0,10.32302
-74.0,-112.0,16.0,10.545284
-74.0,-110.0,16.0,10.197513
-74.0,-108.0,16.0,9.903391
-74.0,-106.0,16.0,10.086699
-74.0,-104.0,16.0,10.096022
-74.0,-102.0,16.0,9.972066
-74.0,-100.0,16.0,10.242695
-74.0,-98.0,16.0,10.571969
-74.0,-96.0,16.0,10.605204
-74.0,-94.0,16.0,10.120519
-74.0,-92.0,16.0,9.905357
-74.0,-90.0,16.0,10.009608
-74.0,-88.0,16.0,10.107594
-74.0,-86.0,16.0,10.011248
-74.0,-84.0,16.0,10.422515
-74.0,-82.0,16.0,10.57583
-74.0,-80.0,16.0,10.154405
-74.0,-78.0,16.0,9.928808
-74.0,-76.0,16.0,10.18312
-74.0,-74.0,16.0,10.050029
-74.0,-72.0,16.0,9.9548435
-74.0,-70.0,16.0,10.086424
-74.0,-68.0,16.0,10.522034
-74.0,-66.0,16.0,10.308902
-74.0,-64.0,16.0,9.823645
-74.0,-62.0,16.0,9.676053
-74.0,-60.0,16.0,10.084986
-74.0,-58.0,16.0,9.838247
-74.0,-56.0,16.0,9.339803
-74.0,-54.0,16.0,9.700244
-74.0,-52.0,16.0,10.284684
-74.0,-50.0,16.0,10.347765
-74.0,-48.0,16.0,9.98308
-74.0,-46.0,16.0,9.556574
-74.0,-44.0,16.0,9.682509
-74.0,-42.0,16.0,10.061611
-74.0,-40.0,16.0,10.339318
-74.0,-38.0,16.0,10.275285
-74.0,-36.0,16.0,10.013015
-74.0,-34.0,16.0,9.834626
-74.0,-32.0,16.0,10.11316
-74.0,-30.0,16.0,10.1431675
-74.0,-28.0,16.0,10.253463
-74.0,-26.0,16.0,10.337502
-74.0,-24.0,16.0,10.271758
-74.0,-22.0,16.0,10.042263
-74.0,-20.0,16.0,9.980935
-74.0,-18.0,16.0,10.242588
-74.0,-16.0,16.0,10.517963
-74.0,-14.0,16.0,10.200479
-74.0,-12.0,16.0,9.962209
-74.0,-10.0,16.0,10.144024
-74.0,-8.0,16.0,10.382282
-74.0,-6.0,16.0,10.201398
-74.0,-4.0,16.0,10.165603
-74.0,-2.0,16.0,10.37416
-74.0,0.0,16.0,10.200224
-74.0,2.0,16.0,9.837142
-74.0,4.0,16.0,9.759212
-74.0,6.0,16.0,10.081168
-74.0,8.0,16.0,10.085131
-74.0,10.0,16.0,9.935085
-74.0,12.0,16.0,10.4909725
-74.0,14.0,16.0,10.579886
-74.0,16.0,16.0,10.102241
-74.0,18.0,16.0,10.02699
-74.0,20.0,16.0,10.193613
-74.0,22.0,16.0,10.1515875
-74.0,24.0,16.0,10.269331
-74.0,26.0,16.0,10.541421
-74.0,28.0,16.0,10.471806
-74.0,30.0,16.0,10.092482
-74.0,32.0,16.0,9.493119
-74.0,34.0,16.0,9.3364315
-74.0,36.0,16.0,9.825387
-74.0,38.0,16.0,9.937021
-74.0,40.0,16.0,10.094905
-74.0,42.0,16.0,10.250853
-74.0,44.0,16.0,10.52236
-74.0,46.0,16.0,10.695032
-74.0,48.0,16.0,10.61919
-74.0,50.0,16.0,10.106237
-74.0,52.0,16.0,9.7291
-74.0,54.0,16.0,9.57174
-74.0,56.0,16.0,9.641609
-74.0,58.0,16.0,9.952359
-74.0,60.0,16.0,10.093501
-74.0,62.0,16.0,10.331576
-74.0,64.0,16.0,10.554505
-74.0,66.0,16.0,10.579906
-74.0,68.0,16.0,10.365143
-74.0,70.0,16.0,10.033944
-74.0,72.0,16.0,10.162434
-74.0,74.0,16.0,10.458148
-74.0,76.0,16.0,10.249198
-74.0,78.0,16.0,10.072244
-74.0,80.0,16.0,10.101072
-74.0,82.0,16.0,10.204599
-74.0,84.0,16.0,10.044203
-74.0,86.0,16.0,9.91783
-74.0,88.0,16.0,9.815602
-74.0,90.0,16.0,10.032444
-74.0,92.0,16.0,10.2379
-74.0,94.0,16.0,10.450621
-74.0,96.0,16.0,10.609238
-74.0,98.0,16.0,10.429428
-74.0,100.0,16.0,10.000871
-74.0,102.0,16.0,10.362125
-74.0,104.0,16.0,10.450565
-74.0,106.0,16.0,10.128939
-74.0,108.0,16.0,10.030112
-74.0,110.0,16.0,10.022807
-74.0,112.0,16.0,10.011143
-74.0,114.0,16.0,10.197298
-74.0,116.0,16.0,10.294836
-74.0,118.0,16.0,10.169154
-74.0,120.0,16.0,10.130248
-74.0,122.0,16.0,10.093348
-74.0,124.0,16.0,9.854064
-74.0,126.0,16.0,9.965078
-74.0,128.0,16.0,9.959825
-74.0,130.0,16.0,10.169514
-74.0,132.0,16.0,10.47757
-74.0,134.0,16.0,10.672288
-74.0,136.0,16.0,10.579336
-74.0,138.0,16.0,10.269081
-74.0,140.0,16.0,10.209598
-74.0,142.0,16.0,10.304831
-74.0,144.0,16.0,10.151611
-74.0,146.0,16.0,9.958191
-74.0,148.0,16.0,9.934868
-74.0,150.0,16.0,10.1894
-74.0,152.0,16.0,10.201938
-74.0,154.0,16.0,9.877402
-74.0,156.0,16.0,10.102417
-74.0,158.0,16.0,10.300676
-74.0,160.0,16.0,9.897931
-74.0,162.0,16.0,9.720056
-74.0,164.0,16.0,10.063595
-74.0,166.0,16.0,10.272886
-74.0,168.0,16.0,10.211862
-74.0,170.0,16.0,10.063033
-74.0,172.0,16.0,10.528762
-74.0,174.0,16.0,10.517996
-74.0,176.0,16.0,10.028276
-74.0,178.0,16.0,10.105553
-74.0,180.0,16.0,10.260926
-72.0,-180.0,16.0,11.28016
-72.0,-178.0,16.0,11.141801
-72.0,-176.0,16.0,10.795904
-72.0,-174.0,16.0,11.147078
-72.0,-172.0,16.0,11.247204
-72.0,-170.0,16.0,11.0201025
-72.0,-168.0,16.0,10.806803
-72.0,-166.0,16.0,10.822188
-72.0,-164.0,16.0,10.982944
-72.0,-162.0,16.0,10.815982
-72.0,-160.0,16.0,10.837678
-72.0,-158.0,16.0,11.117972
-72.0,-156.0,16.0,11.22194
-72.0,-154.0,16.0,11.103228
-72.0,-152.0,16.0,11.12285
-72.0,-150.0,16.0,11.165383
-72.0,-148.0,16.0,10.936195
-72.0,-146.0,16.0,10.709513
-72.0,-144.0,16.0,10.791594
-72.0,-142.0,16.0,11.151294
-72.0,-140.0,16.0,11.386708
-72.0,-138.0,16.0,11.442083
-72.0,-136.0,16.0,11.27425
-72.0,-134.0,16.0,11.188468
-72.0,-132.0,16.0,11.325883
-72.0,-130.0,16.0,11.432021
-72.0,-128.0,16.0,11.202628
