lat,lon,h,dose_pred_uSvph
35.0,139.7,8.0,0.9328120946884155
35.0,139.7,9.555555555555555,1.5070121155844793
35.0,139.7,11.11111111111111,2.054470380147298
35.0,139.7,12.666666666666668,2.55872122446696
35.0,139.7,14.222222222222221,2.9894625345865884
35.0,139.7,15.777777777777779,3.239232381184896
35.0,139.7,17.333333333333336,3.459137916564942
35.0,139.7,18.88888888888889,3.667647520701091
35.0,139.7,20.444444444444443,3.8690444363488092
35.0,139.7,22.0,4.064694404602051
